Activity Date,Process Date,Settle Date,Instrument,Description,Trans Code,Quantity,Price,Amount
07/11/2024,07/11/2024,07/11/2024,JNJ,Johnson & Johnson CUSIP: 478160104 Cash Div: R/D 07/05/2024 P/D 07/11/2024 - 0.287665 shares at 0.5511,CDIV,,,$0.16
06/16/2025,06/16/2025,06/16/2025,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Cash Div: R/D 06/12/2025 P/D 06/16/2025 - 0.352185 shares at 0.8957,CDIV,,,$0.32
11/25/2024,11/25/2024,11/25/2024,MSFT,Microsoft Corporation CUSIP: 594918104 Cash Div: R/D 11/22/2024 P/D 11/25/2024 - 0.377896 shares at 0.4371,CDIV,,,$0.17
10/16/2024,10/16/2024,10/16/2024,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Cash Div: R/D 10/09/2024 P/D 10/16/2024 - 0.322083 shares at 0.7374,CDIV,,,$0.24
09/22/2024,09/22/2024,09/22/2024,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Cash Div: R/D 09/18/2024 P/D 09/22/2024 - 0.302424 shares at 1.1049,CDIV,,,$0.33
10/15/2024,10/15/2024,10/15/2024,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Cash Div: R/D 10/08/2024 P/D 10/15/2024 - 0.207373 shares at 0.9822,CDIV,,,$0.20
03/01/2025,03/01/2025,03/01/2025,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Cash Div: R/D 02/23/2025 P/D 03/01/2025 - 0.183384 shares at 0.6533,CDIV,,,$0.12
07/31/2024,07/31/2024,08/02/2024,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Dividend Reinvestment,Buy,0.000190,$128.83,($0.02)
12/21/2024,12/21/2024,12/22/2024,MSFT,Microsoft Corporation CUSIP: 594918104 Dividend Reinvestment,Buy,0.000907,$446.43,($0.40)
03/14/2025,03/14/2025,03/16/2025,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Dividend Reinvestment,Buy,0.000258,$237.44,($0.06)
10/08/2024,10/08/2024,10/08/2024,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Cash Div: R/D 10/03/2024 P/D 10/08/2024 - 0.347175 shares at 0.6301,CDIV,,,$0.22
08/17/2024,08/17/2024,08/17/2024,JNJ,Johnson & Johnson CUSIP: 478160104 Cash Div: R/D 08/13/2024 P/D 08/17/2024 - 0.265158 shares at 0.7158,CDIV,,,$0.19
12/17/2024,12/17/2024,12/17/2024,TSLA,Tesla Inc CUSIP: 88160R101 Cash Div: R/D 12/11/2024 P/D 12/17/2024 - 0.447437 shares at 0.6151,CDIV,,,$0.28
11/16/2024,11/16/2024,11/16/2024,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Cash Div: R/D 11/10/2024 P/D 11/16/2024 - 0.338896 shares at 1.1967,CDIV,,,$0.41
05/03/2025,05/03/2025,05/05/2025,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Dividend Reinvestment,Buy,0.000851,$516.40,($0.44)
05/04/2025,05/04/2025,05/06/2025,AAPL,Apple Inc CUSIP: 037833100 Dividend Reinvestment,Buy,0.000205,$278.47,($0.06)
10/17/2024,10/17/2024,10/18/2024,QCOM,Qualcomm CUSIP: 747525103 Dividend Reinvestment,Buy,0.000138,$163.25,($0.02)
12/25/2024,12/25/2024,12/27/2024,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Dividend Reinvestment,Buy,0.000473,$89.99,($0.04)
11/18/2024,11/18/2024,11/20/2024,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Dividend Reinvestment,Buy,0.001399,$220.06,($0.31)
06/30/2025,06/30/2025,06/30/2025,QCOM,Qualcomm CUSIP: 747525103 Cash Div: R/D 06/25/2025 P/D 06/30/2025 - 0.105527 shares at 0.5244,CDIV,,,$0.06
02/13/2025,02/13/2025,02/14/2025,AAPL,Apple Inc CUSIP: 037833100 Dividend Reinvestment,Buy,0.001372,$265.35,($0.36)
03/23/2025,03/23/2025,03/25/2025,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Dividend Reinvestment,Buy,0.000244,$514.12,($0.13)
10/08/2024,10/08/2024,10/09/2024,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Dividend Reinvestment,Buy,0.001082,$125.70,($0.14)
05/25/2025,05/25/2025,05/25/2025,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Cash Div: R/D 05/21/2025 P/D 05/25/2025 - 0.133974 shares at 0.6446,CDIV,,,$0.09
06/11/2025,06/11/2025,06/13/2025,TSLA,Tesla Inc CUSIP: 88160R101 Dividend Reinvestment,Buy,0.000762,$373.02,($0.28)
01/26/2025,01/26/2025,01/26/2025,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Cash Div: R/D 01/23/2025 P/D 01/26/2025 - 0.494714 shares at 1.0495,CDIV,,,$0.52
01/29/2025,01/29/2025,01/29/2025,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Cash Div: R/D 01/23/2025 P/D 01/29/2025 - 0.203521 shares at 0.6962,CDIV,,,$0.14
01/31/2025,01/31/2025,01/31/2025,AAPL,Apple Inc CUSIP: 037833100 Cash Div: R/D 01/24/2025 P/D 01/31/2025 - 0.418381 shares at 0.7689,CDIV,,,$0.32
10/20/2024,10/20/2024,10/22/2024,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Dividend Reinvestment,Buy,0.000193,$572.23,($0.11)
07/12/2024,07/12/2024,07/14/2024,JNJ,Johnson & Johnson CUSIP: 478160104 Dividend Reinvestment,Buy,0.000831,$151.45,($0.13)
03/27/2025,03/27/2025,03/28/2025,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Dividend Reinvestment,Buy,0.001137,$505.48,($0.57)
12/27/2024,12/27/2024,12/28/2024,MSFT,Microsoft Corporation CUSIP: 594918104 Dividend Reinvestment,Buy,0.000366,$451.15,($0.17)
02/24/2025,02/24/2025,02/24/2025,TSLA,Tesla Inc CUSIP: 88160R101 Cash Div: R/D 02/17/2025 P/D 02/24/2025 - 0.188677 shares at 0.9235,CDIV,,,$0.17
04/09/2025,04/09/2025,04/10/2025,TSLA,Tesla Inc CUSIP: 88160R101 Dividend Reinvestment,Buy,0.000796,$398.18,($0.32)
01/18/2025,01/18/2025,01/20/2025,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Dividend Reinvestment,Buy,0.000682,$518.49,($0.35)
06/05/2025,06/05/2025,06/05/2025,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Cash Div: R/D 06/02/2025 P/D 06/05/2025 - 0.39274 shares at 1.0933,CDIV,,,$0.43
12/20/2024,12/20/2024,12/20/2024,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Cash Div: R/D 12/17/2024 P/D 12/20/2024 - 0.285294 shares at 0.8288,CDIV,,,$0.24
06/09/2025,06/09/2025,06/09/2025,AAPL,Apple Inc CUSIP: 037833100 Cash Div: R/D 06/02/2025 P/D 06/09/2025 - 0.370082 shares at 1.1741,CDIV,,,$0.43
07/02/2025,07/02/2025,07/02/2025,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Cash Div: R/D 06/28/2025 P/D 07/02/2025 - 0.105436 shares at 0.8563,CDIV,,,$0.09
07/28/2024,07/28/2024,07/28/2024,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Cash Div: R/D 07/25/2024 P/D 07/28/2024 - 0.409711 shares at 0.5482,CDIV,,,$0.22
04/13/2025,04/13/2025,04/15/2025,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Dividend Reinvestment,Buy,0.000369,$84.15,($0.03)
05/29/2025,05/29/2025,05/29/2025,MSFT,Microsoft Corporation CUSIP: 594918104 Cash Div: R/D 05/25/2025 P/D 05/29/2025 - 0.119334 shares at 0.8329,CDIV,,,$0.10
10/13/2024,10/13/2024,10/14/2024,JNJ,Johnson & Johnson CUSIP: 478160104 Dividend Reinvestment,Buy,0.001472,$165.46,($0.24)
04/08/2025,04/08/2025,04/08/2025,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Cash Div: R/D 04/05/2025 P/D 04/08/2025 - 0.267249 shares at 0.6579,CDIV,,,$0.18
09/28/2024,09/28/2024,09/30/2024,QCOM,Qualcomm CUSIP: 747525103 Dividend Reinvestment,Buy,0.000777,$173.89,($0.14)
11/17/2024,11/17/2024,11/19/2024,AAPL,Apple Inc CUSIP: 037833100 Dividend Reinvestment,Buy,0.000944,$241.21,($0.23)
04/27/2025,04/27/2025,04/27/2025,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Cash Div: R/D 04/22/2025 P/D 04/27/2025 - 0.385498 shares at 0.979,CDIV,,,$0.38
07/23/2024,07/23/2024,07/23/2024,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Cash Div: R/D 07/18/2024 P/D 07/23/2024 - 0.24502 shares at 1.0,CDIV,,,$0.25
04/14/2025,04/14/2025,04/14/2025,AAPL,Apple Inc CUSIP: 037833100 Cash Div: R/D 04/10/2025 P/D 04/14/2025 - 0.118275 shares at 0.7941,CDIV,,,$0.09
10/21/2024,10/21/2024,10/22/2024,MSFT,Microsoft Corporation CUSIP: 594918104 Dividend Reinvestment,Buy,0.000237,$479.77,($0.11)
12/22/2024,12/22/2024,12/22/2024,AAPL,Apple Inc CUSIP: 037833100 Cash Div: R/D 12/16/2024 P/D 12/22/2024 - 0.461578 shares at 0.8775,CDIV,,,$0.41
05/20/2025,05/20/2025,05/22/2025,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Dividend Reinvestment,Buy,0.001443,$470.85,($0.68)
08/17/2024,08/17/2024,08/18/2024,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Dividend Reinvestment,Buy,0.001462,$220.01,($0.32)
04/21/2025,04/21/2025,04/21/2025,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Cash Div: R/D 04/15/2025 P/D 04/21/2025 - 0.474415 shares at 0.8856,CDIV,,,$0.42
12/07/2024,12/07/2024,12/07/2024,TSLA,Tesla Inc CUSIP: 88160R101 Cash Div: R/D 12/02/2024 P/D 12/07/2024 - 0.451167 shares at 0.7174,CDIV,,,$0.32
08/18/2024,08/18/2024,08/18/2024,MSFT,Microsoft Corporation CUSIP: 594918104 Cash Div: R/D 08/15/2024 P/D 08/18/2024 - 0.278634 shares at 0.5095,CDIV,,,$0.14
06/30/2025,06/30/2025,06/30/2025,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Cash Div: R/D 06/24/2025 P/D 06/30/2025 - 0.331394 shares at 0.6495,CDIV,,,$0.22
03/11/2025,03/11/2025,03/12/2025,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Dividend Reinvestment,Buy,0.000693,$70.48,($0.05)
12/31/2024,12/31/2024,01/02/2025,MSFT,Microsoft Corporation CUSIP: 594918104 Dividend Reinvestment,Buy,0.001120,$463.77,($0.52)
05/25/2025,05/25/2025,05/25/2025,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Cash Div: R/D 05/19/2025 P/D 05/25/2025 - 0.405948 shares at 0.6807,CDIV,,,$0.28
02/27/2025,02/27/2025,02/27/2025,AAPL,Apple Inc CUSIP: 037833100 Cash Div: R/D 02/24/2025 P/D 02/27/2025 - 0.351562 shares at 0.6323,CDIV,,,$0.22
04/20/2025,04/20/2025,04/22/2025,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Dividend Reinvestment,Buy,0.000766,$142.19,($0.11)
01/17/2025,01/17/2025,01/17/2025,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Cash Div: R/D 01/13/2025 P/D 01/17/2025 - 0.36691 shares at 1.0493,CDIV,,,$0.38
07/02/2024,07/02/2024,07/03/2024,QCOM,Qualcomm CUSIP: 747525103 Dividend Reinvestment,Buy,0.001045,$153.83,($0.16)
02/20/2025,02/20/2025,02/20/2025,QCOM,Qualcomm CUSIP: 747525103 Cash Div: R/D 02/15/2025 P/D 02/20/2025 - 0.134094 shares at 1.0771,CDIV,,,$0.14
10/29/2024,10/29/2024,10/31/2024,JNJ,Johnson & Johnson CUSIP: 478160104 Dividend Reinvestment,Buy,0.000985,$130.84,($0.13)
02/27/2025,02/27/2025,02/27/2025,MSFT,Microsoft Corporation CUSIP: 594918104 Cash Div: R/D 02/23/2025 P/D 02/27/2025 - 0.364326 shares at 0.8174,CDIV,,,$0.30
03/06/2025,03/06/2025,03/06/2025,AAPL,Apple Inc CUSIP: 037833100 Cash Div: R/D 03/03/2025 P/D 03/06/2025 - 0.190127 shares at 0.7165,CDIV,,,$0.14
10/15/2024,10/15/2024,10/17/2024,MSFT,Microsoft Corporation CUSIP: 594918104 Dividend Reinvestment,Buy,0.001202,$459.68,($0.55)
10/19/2024,10/19/2024,10/19/2024,QCOM,Qualcomm CUSIP: 747525103 Cash Div: R/D 10/14/2024 P/D 10/19/2024 - 0.499213 shares at 1.0371,CDIV,,,$0.52
09/14/2024,09/14/2024,09/16/2024,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Dividend Reinvestment,Buy,0.000570,$136.58,($0.08)
03/13/2025,03/13/2025,03/14/2025,MSFT,Microsoft Corporation CUSIP: 594918104 Dividend Reinvestment,Buy,0.000804,$471.37,($0.38)
11/14/2024,11/14/2024,11/15/2024,QCOM,Qualcomm CUSIP: 747525103 Dividend Reinvestment,Buy,0.001442,$165.44,($0.24)
05/25/2025,05/25/2025,05/27/2025,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Dividend Reinvestment,Buy,0.000676,$541.68,($0.37)
05/08/2025,05/08/2025,05/08/2025,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Cash Div: R/D 05/05/2025 P/D 05/08/2025 - 0.337583 shares at 0.7997,CDIV,,,$0.27
01/21/2025,01/21/2025,01/21/2025,MSFT,Microsoft Corporation CUSIP: 594918104 Cash Div: R/D 01/15/2025 P/D 01/21/2025 - 0.330341 shares at 0.9922,CDIV,,,$0.33
02/16/2025,02/16/2025,02/17/2025,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Dividend Reinvestment,Buy,0.000569,$591.32,($0.34)
06/25/2025,06/25/2025,06/27/2025,TSLA,Tesla Inc CUSIP: 88160R101 Dividend Reinvestment,Buy,0.001066,$365.73,($0.39)
08/03/2024,08/03/2024,08/04/2024,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Dividend Reinvestment,Buy,0.000847,$79.72,($0.07)
02/06/2025,02/06/2025,02/06/2025,TSLA,Tesla Inc CUSIP: 88160R101 Cash Div: R/D 02/02/2025 P/D 02/06/2025 - 0.270168 shares at 0.4755,CDIV,,,$0.13
08/17/2024,08/17/2024,08/18/2024,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Dividend Reinvestment,Buy,0.001012,$127.94,($0.13)
02/02/2025,02/02/2025,02/03/2025,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Dividend Reinvestment,Buy,0.000429,$127.05,($0.05)
02/16/2025,02/16/2025,02/16/2025,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Cash Div: R/D 02/13/2025 P/D 02/16/2025 - 0.462208 shares at 0.9566,CDIV,,,$0.44
02/08/2025,02/08/2025,02/09/2025,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Dividend Reinvestment,Buy,0.001448,$520.48,($0.75)
03/28/2025,03/28/2025,03/30/2025,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Dividend Reinvestment,Buy,0.000785,$186.28,($0.15)
10/25/2024,10/25/2024,10/25/2024,MSFT,Microsoft Corporation CUSIP: 594918104 Cash Div: R/D 10/22/2024 P/D 10/25/2024 - 0.293557 shares at 0.6005,CDIV,,,$0.18
07/27/2024,07/27/2024,07/27/2024,TSLA,Tesla Inc CUSIP: 88160R101 Cash Div: R/D 07/23/2024 P/D 07/27/2024 - 0.125528 shares at 0.9647,CDIV,,,$0.12
10/02/2024,10/02/2024,10/03/2024,AAPL,Apple Inc CUSIP: 037833100 Dividend Reinvestment,Buy,0.001016,$291.96,($0.30)
03/15/2025,03/15/2025,03/15/2025,MSFT,Microsoft Corporation CUSIP: 594918104 Cash Div: R/D 03/11/2025 P/D 03/15/2025 - 0.116427 shares at 0.4183,CDIV,,,$0.05
04/05/2025,04/05/2025,04/06/2025,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Dividend Reinvestment,Buy,0.001445,$198.05,($0.29)
06/22/2025,06/22/2025,06/22/2025,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Cash Div: R/D 06/16/2025 P/D 06/22/2025 - 0.324501 shares at 0.6142,CDIV,,,$0.20
05/26/2025,05/26/2025,05/28/2025,JNJ,Johnson & Johnson CUSIP: 478160104 Dividend Reinvestment,Buy,0.000241,$148.00,($0.04)
01/17/2025,01/17/2025,01/18/2025,QCOM,Qualcomm CUSIP: 747525103 Dividend Reinvestment,Buy,0.001283,$148.60,($0.19)
08/14/2024,08/14/2024,08/14/2024,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Cash Div: R/D 08/11/2024 P/D 08/14/2024 - 0.326065 shares at 0.9698,CDIV,,,$0.32
03/30/2025,03/30/2025,03/30/2025,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Cash Div: R/D 03/26/2025 P/D 03/30/2025 - 0.294667 shares at 1.0416,CDIV,,,$0.31
05/10/2025,05/10/2025,05/12/2025,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Dividend Reinvestment,Buy,0.000570,$117.74,($0.07)
02/15/2025,02/15/2025,02/16/2025,TSLA,Tesla Inc CUSIP: 88160R101 Dividend Reinvestment,Buy,0.000138,$440.01,($0.06)
09/16/2024,09/16/2024,09/16/2024,MSFT,Microsoft Corporation CUSIP: 594918104 Cash Div: R/D 09/10/2024 P/D 09/16/2024 - 0.371535 shares at 0.4186,CDIV,,,$0.16
02/20/2025,02/20/2025,02/21/2025,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Dividend Reinvestment,Buy,0.000194,$70.44,($0.01)
02/14/2025,02/14/2025,02/14/2025,TSLA,Tesla Inc CUSIP: 88160R101 Cash Div: R/D 02/07/2025 P/D 02/14/2025 - 0.335825 shares at 0.4477,CDIV,,,$0.15
05/24/2025,05/24/2025,05/25/2025,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Dividend Reinvestment,Buy,0.001007,$237.14,($0.24)
04/15/2025,04/15/2025,04/15/2025,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Cash Div: R/D 04/09/2025 P/D 04/15/2025 - 0.372654 shares at 0.505,CDIV,,,$0.19
05/27/2025,05/27/2025,05/28/2025,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Dividend Reinvestment,Buy,0.000840,$234.13,($0.20)
04/15/2025,04/15/2025,04/17/2025,MSFT,Microsoft Corporation CUSIP: 594918104 Dividend Reinvestment,Buy,0.001210,$451.37,($0.55)
02/28/2025,02/28/2025,02/28/2025,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Cash Div: R/D 02/21/2025 P/D 02/28/2025 - 0.355403 shares at 1.0028,CDIV,,,$0.36
01/02/2025,01/02/2025,01/04/2025,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Dividend Reinvestment,Buy,0.000488,$198.34,($0.10)
06/25/2025,06/25/2025,06/27/2025,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Dividend Reinvestment,Buy,0.000484,$535.87,($0.26)
09/17/2024,09/17/2024,09/17/2024,QCOM,Qualcomm CUSIP: 747525103 Cash Div: R/D 09/14/2024 P/D 09/17/2024 - 0.206701 shares at 0.4338,CDIV,,,$0.09
10/26/2024,10/26/2024,10/26/2024,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Cash Div: R/D 10/21/2024 P/D 10/26/2024 - 0.274035 shares at 0.888,CDIV,,,$0.24
09/17/2024,09/17/2024,09/17/2024,MSFT,Microsoft Corporation CUSIP: 594918104 Cash Div: R/D 09/10/2024 P/D 09/17/2024 - 0.141372 shares at 1.1261,CDIV,,,$0.16
12/21/2024,12/21/2024,12/21/2024,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Cash Div: R/D 12/15/2024 P/D 12/21/2024 - 0.376882 shares at 0.4596,CDIV,,,$0.17
01/02/2025,01/02/2025,01/02/2025,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Cash Div: R/D 12/28/2024 P/D 01/02/2025 - 0.329633 shares at 0.4916,CDIV,,,$0.16
05/04/2025,05/04/2025,05/05/2025,MSFT,Microsoft Corporation CUSIP: 594918104 Dividend Reinvestment,Buy,0.000823,$481.57,($0.40)
07/13/2024,07/13/2024,07/13/2024,QCOM,Qualcomm CUSIP: 747525103 Cash Div: R/D 07/07/2024 P/D 07/13/2024 - 0.372675 shares at 1.0089,CDIV,,,$0.38
03/19/2025,03/19/2025,03/20/2025,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Dividend Reinvestment,Buy,0.000522,$456.12,($0.24)
09/02/2024,09/02/2024,09/03/2024,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Dividend Reinvestment,Buy,0.000902,$132.87,($0.12)
05/11/2025,05/11/2025,05/12/2025,TSLA,Tesla Inc CUSIP: 88160R101 Dividend Reinvestment,Buy,0.000747,$391.45,($0.29)
08/11/2024,08/11/2024,08/12/2024,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Dividend Reinvestment,Buy,0.000508,$146.83,($0.07)
11/11/2024,11/11/2024,11/11/2024,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Cash Div: R/D 11/05/2024 P/D 11/11/2024 - 0.496938 shares at 0.8217,CDIV,,,$0.41
08/16/2024,08/16/2024,08/16/2024,MSFT,Microsoft Corporation CUSIP: 594918104 Cash Div: R/D 08/09/2024 P/D 08/16/2024 - 0.390933 shares at 1.1898,CDIV,,,$0.47
07/13/2024,07/13/2024,07/14/2024,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Dividend Reinvestment,Buy,0.001380,$244.58,($0.34)
06/06/2025,06/06/2025,06/07/2025,TSLA,Tesla Inc CUSIP: 88160R101 Dividend Reinvestment,Buy,0.001177,$441.52,($0.52)
02/10/2025,02/10/2025,02/11/2025,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Dividend Reinvestment,Buy,0.000957,$231.55,($0.22)
01/13/2025,01/13/2025,01/14/2025,QCOM,Qualcomm CUSIP: 747525103 Dividend Reinvestment,Buy,0.000224,$152.86,($0.03)
12/10/2024,12/10/2024,12/10/2024,QCOM,Qualcomm CUSIP: 747525103 Cash Div: R/D 12/03/2024 P/D 12/10/2024 - 0.351292 shares at 1.1996,CDIV,,,$0.42
09/24/2024,09/24/2024,09/24/2024,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Cash Div: R/D 09/20/2024 P/D 09/24/2024 - 0.380475 shares at 0.7608,CDIV,,,$0.29
01/04/2025,01/04/2025,01/06/2025,TSLA,Tesla Inc CUSIP: 88160R101 Dividend Reinvestment,Buy,0.000623,$388.60,($0.24)
04/07/2025,04/07/2025,04/08/2025,MSFT,Microsoft Corporation CUSIP: 594918104 Dividend Reinvestment,Buy,0.000527,$440.58,($0.23)
01/10/2025,01/10/2025,01/10/2025,AAPL,Apple Inc CUSIP: 037833100 Cash Div: R/D 01/07/2025 P/D 01/10/2025 - 0.123271 shares at 0.9256,CDIV,,,$0.11
09/25/2024,09/25/2024,09/25/2024,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Cash Div: R/D 09/22/2024 P/D 09/25/2024 - 0.317899 shares at 1.0043,CDIV,,,$0.32
09/20/2024,09/20/2024,09/20/2024,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Cash Div: R/D 09/15/2024 P/D 09/20/2024 - 0.388022 shares at 0.5459,CDIV,,,$0.21
01/21/2025,01/21/2025,01/23/2025,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Dividend Reinvestment,Buy,0.001212,$228.62,($0.28)
05/02/2025,05/02/2025,05/03/2025,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Dividend Reinvestment,Buy,0.000196,$537.31,($0.11)
03/14/2025,03/14/2025,03/15/2025,QCOM,Qualcomm CUSIP: 747525103 Dividend Reinvestment,Buy,0.000599,$174.12,($0.10)
11/29/2024,11/29/2024,11/29/2024,QCOM,Qualcomm CUSIP: 747525103 Cash Div: R/D 11/26/2024 P/D 11/29/2024 - 0.304952 shares at 0.4459,CDIV,,,$0.14
12/12/2024,12/12/2024,12/14/2024,QCOM,Qualcomm CUSIP: 747525103 Dividend Reinvestment,Buy,0.001106,$161.34,($0.18)
09/18/2024,09/18/2024,09/19/2024,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Dividend Reinvestment,Buy,0.001134,$564.60,($0.64)
07/27/2024,07/27/2024,07/27/2024,QCOM,Qualcomm CUSIP: 747525103 Cash Div: R/D 07/21/2024 P/D 07/27/2024 - 0.495394 shares at 1.1038,CDIV,,,$0.55
12/10/2024,12/10/2024,12/10/2024,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Cash Div: R/D 12/07/2024 P/D 12/10/2024 - 0.482574 shares at 0.6784,CDIV,,,$0.33
12/14/2024,12/14/2024,12/15/2024,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Dividend Reinvestment,Buy,0.000623,$128.73,($0.08)
12/04/2024,12/04/2024,12/05/2024,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Dividend Reinvestment,Buy,0.000866,$513.97,($0.45)
08/28/2024,08/28/2024,08/29/2024,TSLA,Tesla Inc CUSIP: 88160R101 Dividend Reinvestment,Buy,0.000875,$364.19,($0.32)
07/22/2024,07/22/2024,07/24/2024,AAPL,Apple Inc CUSIP: 037833100 Dividend Reinvestment,Buy,0.001031,$277.54,($0.29)
11/21/2024,11/21/2024,11/23/2024,AAPL,Apple Inc CUSIP: 037833100 Dividend Reinvestment,Buy,0.001442,$204.58,($0.30)
01/08/2025,01/08/2025,01/08/2025,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Cash Div: R/D 01/05/2025 P/D 01/08/2025 - 0.212473 shares at 0.4727,CDIV,,,$0.10
01/08/2025,01/08/2025,01/10/2025,QCOM,Qualcomm CUSIP: 747525103 Dividend Reinvestment,Buy,0.000708,$176.28,($0.12)
02/27/2025,02/27/2025,03/01/2025,MSFT,Microsoft Corporation CUSIP: 594918104 Dividend Reinvestment,Buy,0.000717,$424.74,($0.30)
03/17/2025,03/17/2025,03/17/2025,TSLA,Tesla Inc CUSIP: 88160R101 Cash Div: R/D 03/11/2025 P/D 03/17/2025 - 0.190108 shares at 1.1026,CDIV,,,$0.21
06/15/2025,06/15/2025,06/15/2025,JNJ,Johnson & Johnson CUSIP: 478160104 Cash Div: R/D 06/10/2025 P/D 06/15/2025 - 0.274104 shares at 1.0684,CDIV,,,$0.29
02/08/2025,02/08/2025,02/10/2025,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Dividend Reinvestment,Buy,0.001294,$462.48,($0.60)
06/04/2025,06/04/2025,06/06/2025,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Dividend Reinvestment,Buy,0.001485,$581.20,($0.86)
